,word,duration,sd,ed
286, forgeting,19,2009-06-20 00:00:00,2009-07-09 00:00:00
287, cncnm,9,2016-01-28 00:00:00,2016-02-06 00:00:00
288, walmart,831,2018-06-07 00:00:00,2020-09-15 00:00:00
289, archivedate,1635,2012-03-11 00:00:00,2016-09-01 00:00:00
290, blaines,1,2010-09-16 00:00:00,2010-09-17 00:00:00
291, bessiepoop,6,2012-04-10 00:00:00,2012-04-16 00:00:00
292, combosted,2,2009-02-13 00:00:00,2009-02-15 00:00:00
293, chicagos,2,2007-11-15 00:00:00,2007-11-17 00:00:00
294,lephants,5,2008-04-24 00:00:00,2008-04-29 00:00:00
295, fukkin,6,2015-06-10 00:00:00,2015-06-16 00:00:00
296, jankens,3,2007-02-02 00:00:00,2007-02-05 00:00:00
297, asashole,2,2007-11-07 00:00:00,2007-11-09 00:00:00
298, severeley,34,2020-04-20 00:00:00,2020-05-24 00:00:00
299,burnded,11,2004-03-03 00:00:00,2004-03-14 00:00:00
300, unscear,2,2011-03-31 00:00:00,2011-04-02 00:00:00
301, bruh,3,2017-10-19 00:00:00,2017-10-22 00:00:00
302, blogs,1007,2019-02-06 00:00:00,2021-11-09 00:00:00
303, lallalaefkjfsddsf,1,2007-11-27 00:00:00,2007-11-28 00:00:00
304,goettel,4,2006-11-24 00:00:00,2006-11-28 00:00:00
305, deparment,1,2011-01-31 00:00:00,2011-02-01 00:00:00
306,fgfgfgfg,2,2010-01-04 00:00:00,2010-01-06 00:00:00
307, oboama,1,2010-09-16 00:00:00,2010-09-17 00:00:00
308,dunphy,14,2006-08-06 00:00:00,2006-08-20 00:00:00
309,calgia,1,2007-03-29 00:00:00,2007-03-30 00:00:00
310,absolutly,3,2015-11-18 00:00:00,2015-11-21 00:00:00
311, sponeisly,2,2009-02-13 00:00:00,2009-02-15 00:00:00
312, astupid,1,2016-03-01 00:00:00,2016-03-02 00:00:00
313, buttholes,1,2012-10-17 00:00:00,2012-10-18 00:00:00
314, calfee,2511,2011-11-11 00:00:00,2018-09-26 00:00:00
315, fehn,4,2008-10-02 00:00:00,2008-10-06 00:00:00
316, tah,1,2009-01-04 00:00:00,2009-01-05 00:00:00
317, rtrtrealmost,1,2008-11-18 00:00:00,2008-11-19 00:00:00
318, arsch,33,2014-12-11 00:00:00,2015-01-13 00:00:00
319, chicgo,1,2017-02-27 00:00:00,2017-02-28 00:00:00
320, schyndle,3,2007-10-05 00:00:00,2007-10-08 00:00:00
321, fantasic,16,2011-10-14 00:00:00,2011-10-30 00:00:00
322, shocke,5,2018-11-30 00:00:00,2018-12-05 00:00:00
323,johnjohn,4,2017-05-01 00:00:00,2017-05-05 00:00:00
324, deadlink,71,2012-03-11 00:00:00,2012-05-21 00:00:00
325, ved,2,2016-10-25 00:00:00,2016-10-27 00:00:00
326,enourmous,1,2006-11-14 00:00:00,2006-11-15 00:00:00
327, trys,38,2007-04-29 00:00:00,2007-06-06 00:00:00
328,bettle,5,2006-01-17 00:00:00,2006-01-22 00:00:00
329,bue,4,2006-08-30 00:00:00,2006-09-03 00:00:00
330, authorlink,4027,2009-01-18 00:00:00,2020-01-28 00:00:00
331, verarscht,6,2008-12-10 00:00:00,2008-12-16 00:00:00
332, predominantpletely,5,2013-10-22 00:00:00,2013-10-27 00:00:00
333, ifre,8,2017-05-08 00:00:00,2017-05-16 00:00:00
334, prostatutes,2,2008-01-06 00:00:00,2008-01-08 00:00:00
335, fuckin,1739,2006-01-17 00:00:00,2010-10-22 00:00:00
336, falyn,1,2008-10-10 00:00:00,2008-10-11 00:00:00
337,llalalal,11,2006-03-01 00:00:00,2006-03-12 00:00:00
338,fartts,5,2006-01-17 00:00:00,2006-01-22 00:00:00
339, stupidowned,3,2014-03-12 00:00:00,2014-03-15 00:00:00
340, yeaa,1,2006-11-22 00:00:00,2006-11-23 00:00:00
341, pegleg,4050,2007-10-14 00:00:00,2018-11-15 00:00:00
342,shutman,6,2005-10-19 00:00:00,2005-10-25 00:00:00
343, nowto,7,2007-01-16 00:00:00,2007-01-23 00:00:00
344, insurence,8,2017-05-08 00:00:00,2017-05-16 00:00:00
345, bottner,1,2015-05-29 00:00:00,2015-05-30 00:00:00
346, baloon,2,2015-02-23 00:00:00,2015-02-25 00:00:00
347,propunded,262,2004-03-14 00:00:00,2004-12-01 00:00:00
348, kelcner,5,2006-01-17 00:00:00,2006-01-22 00:00:00
349,broucheke,5,2006-06-03 00:00:00,2006-06-08 00:00:00
350, sayb,2,2008-02-15 00:00:00,2008-02-17 00:00:00
351, wiki,759,2015-09-15 00:00:00,2017-10-13 00:00:00
352, underpayed,1,2007-05-23 00:00:00,2007-05-24 00:00:00
353, butthole,2,2014-10-03 00:00:00,2014-10-05 00:00:00
354, yoa,17,2010-03-08 00:00:00,2010-03-25 00:00:00
355, chago,6,2012-04-10 00:00:00,2012-04-16 00:00:00
356,saltonstall,1403,2002-09-16 00:00:00,2006-07-20 00:00:00
357, exept,2,2009-02-13 00:00:00,2009-02-15 00:00:00
358, helloand,3,2015-08-27 00:00:00,2015-08-30 00:00:00
359,baddddddd,4,2021-01-21 00:00:00,2021-01-25 00:00:00
360, learys,3,2010-04-08 00:00:00,2010-04-11 00:00:00
361, iraqin,1,2007-04-03 00:00:00,2007-04-04 00:00:00
362,dubm,1,2007-02-06 00:00:00,2007-02-07 00:00:00
363, magnatude,1,2007-03-04 00:00:00,2007-03-05 00:00:00
364, alerballsted,2,2009-10-12 00:00:00,2009-10-14 00:00:00
365, hellohello,3,2015-08-27 00:00:00,2015-08-30 00:00:00
366, fictionilized,92,2008-04-06 00:00:00,2008-07-07 00:00:00
367,aalter,33,2014-12-11 00:00:00,2015-01-13 00:00:00
368, pagecatherine,5,2014-02-27 00:00:00,2014-03-04 00:00:00
369, heatwo,3,2012-10-14 00:00:00,2012-10-17 00:00:00
370, heeeee,19,2020-02-16 00:00:00,2020-03-06 00:00:00
371, pikachu,7,2019-10-15 00:00:00,2019-10-22 00:00:00
372, gunieas,51,2012-04-19 00:00:00,2012-06-09 00:00:00
373, carrasco,5,2013-12-18 00:00:00,2013-12-23 00:00:00
374, emo,3,2015-11-22 00:00:00,2015-11-25 00:00:00
375, swere,2,2009-11-29 00:00:00,2009-12-01 00:00:00
376, pread,2479,2007-04-11 00:00:00,2014-01-23 00:00:00
377, wickipedia,1,2007-03-29 00:00:00,2007-03-30 00:00:00
378, thpooo,11,2016-06-14 00:00:00,2016-06-25 00:00:00
379, joing,5,2013-12-18 00:00:00,2013-12-23 00:00:00
380, kno,2,2008-02-15 00:00:00,2008-02-17 00:00:00
381, wierdo,2,2008-10-30 00:00:00,2008-11-01 00:00:00
382, rawr,1,2016-10-31 00:00:00,2016-11-01 00:00:00
383, latern,10,2006-09-28 00:00:00,2006-10-08 00:00:00
384, koven,1948,2007-02-08 00:00:00,2012-06-09 00:00:00
385, conneen,29,2016-07-19 00:00:00,2016-08-17 00:00:00
386, thiz,1,2009-01-04 00:00:00,2009-01-05 00:00:00
387,alll,1,2008-09-17 00:00:00,2008-09-18 00:00:00
388, bosss,2,2012-12-18 00:00:00,2012-12-20 00:00:00
389, unruh,17,2015-09-15 00:00:00,2015-10-02 00:00:00
390, dtions,1,2014-02-17 00:00:00,2014-02-18 00:00:00
391, ttmm,1,2019-11-14 00:00:00,2019-11-15 00:00:00
