,word,duration,sd,ed
36, revol,17,2007-09-27 00:00:00,2007-10-14 00:00:00
37, ghostbusters,2,2021-06-03 00:00:00,2021-06-05 00:00:00
38, khancurrent,1,2016-05-06 00:00:00,2016-05-07 00:00:00
39,dillute,21,2006-03-29 00:00:00,2006-04-19 00:00:00
40, dulwich,1,2016-05-26 00:00:00,2016-05-27 00:00:00
41, poxie,2,2008-01-12 00:00:00,2008-01-14 00:00:00
42, bummy,17,2018-10-11 00:00:00,2018-10-28 00:00:00
43, dmy,4412,2010-06-06 00:00:00,2022-07-05 00:00:00
44, sadik,1,2016-05-05 00:00:00,2016-05-06 00:00:00
45,candiates,38,2004-05-04 00:00:00,2004-06-11 00:00:00
46, everyones,1,2016-05-26 00:00:00,2016-05-27 00:00:00
47, fecking,1,2008-05-02 00:00:00,2008-05-03 00:00:00
48, outhere,1,2016-05-26 00:00:00,2016-05-27 00:00:00
49, okoro,819,2010-06-22 00:00:00,2012-09-18 00:00:00
50, bhago,16,2021-01-29 00:00:00,2021-02-14 00:00:00
51, bnp,779,2006-03-16 00:00:00,2008-05-03 00:00:00
52,bikeradar,907,2013-12-06 00:00:00,2016-05-31 00:00:00
53, notelected,11,2011-09-14 00:00:00,2011-09-25 00:00:00
54, scrutinesed,11,2005-12-18 00:00:00,2005-12-29 00:00:00
55,gidoomal,748,2008-05-17 00:00:00,2010-06-04 00:00:00
56, elmininated,1,2008-05-02 00:00:00,2008-05-03 00:00:00
57, sadiq,2251,2016-05-06 00:00:00,2022-07-05 00:00:00
58, digi,1,2016-05-26 00:00:00,2016-05-27 00:00:00
59, fullwidthvotes,423,2021-05-08 00:00:00,2022-07-05 00:00:00
60, vons,1,2016-05-26 00:00:00,2016-05-27 00:00:00
61, terminatated,1,2021-11-09 00:00:00,2021-11-10 00:00:00
62, incumbentsince,861,2020-02-25 00:00:00,2022-07-05 00:00:00
63, frontman,1,2016-05-26 00:00:00,2016-05-27 00:00:00
64, newington,310,2021-08-29 00:00:00,2022-07-05 00:00:00
65, diabled,1,2016-05-26 00:00:00,2016-05-27 00:00:00
66, dateformat,1488,2018-06-08 00:00:00,2022-07-05 00:00:00
67, chanzii,14,2014-09-05 00:00:00,2014-09-19 00:00:00
68, termlength,861,2020-02-25 00:00:00,2022-07-05 00:00:00
69,gla,2116,2004-06-12 00:00:00,2010-03-29 00:00:00
70,ankit,1786,2016-05-31 00:00:00,2021-04-21 00:00:00
71, esan,11,2020-05-04 00:00:00,2020-05-15 00:00:00
72, tiktok,3,2021-12-16 00:00:00,2021-12-19 00:00:00
73, etson,13,2016-08-14 00:00:00,2016-08-27 00:00:00
74, routemaster,4,2016-05-25 00:00:00,2016-05-29 00:00:00
75, gla,6043,2005-12-18 00:00:00,2022-07-05 00:00:00
76, pfeffel,2945,2008-05-05 00:00:00,2016-05-28 00:00:00
77, lfepa,1,2006-07-13 00:00:00,2006-07-14 00:00:00
78, firat,11,2011-09-14 00:00:00,2011-09-25 00:00:00
79, lembit,837,2010-06-04 00:00:00,2012-09-18 00:00:00
80, nagalingam,3408,2007-07-08 00:00:00,2016-11-05 00:00:00
81, sssssexecutive,1,2021-05-10 00:00:00,2021-05-11 00:00:00
82, poo,4910,2006-05-17 00:00:00,2019-10-26 00:00:00
83, bigbyron,1,2016-05-26 00:00:00,2016-05-27 00:00:00
84, duwayne,100,2010-09-28 00:00:00,2011-01-06 00:00:00
85, tfl,4713,2006-07-13 00:00:00,2019-06-08 00:00:00
86,wiki,1,2006-09-17 00:00:00,2006-09-18 00:00:00
87,centerr,5,2008-05-15 00:00:00,2008-05-20 00:00:00
88,cruddas,840,2010-06-01 00:00:00,2012-09-18 00:00:00
89, smartcard,2846,2014-09-19 00:00:00,2022-07-05 00:00:00
90, website,861,2020-02-25 00:00:00,2022-07-05 00:00:00
91, starcourt,1,2021-06-04 00:00:00,2021-06-05 00:00:00
92, geyik,11,2011-09-14 00:00:00,2011-09-25 00:00:00
93, leppert,3408,2007-07-08 00:00:00,2016-11-05 00:00:00
94, sesspit,5,2020-06-13 00:00:00,2020-06-18 00:00:00
95, baretts,1,2019-08-21 00:00:00,2019-08-22 00:00:00
96, extrordinary,10,2007-10-14 00:00:00,2007-10-24 00:00:00
97, shakka,2,2016-05-10 00:00:00,2016-05-12 00:00:00
98, peopl,23,2010-03-06 00:00:00,2010-03-29 00:00:00
99, whitmarsh,2,2010-03-29 00:00:00,2010-03-31 00:00:00
100, plotarea,1488,2018-06-08 00:00:00,2022-07-05 00:00:00
101, saqiq,1,2016-05-06 00:00:00,2016-05-07 00:00:00
102, rgister,5,2004-11-19 00:00:00,2004-11-24 00:00:00
103, muswell,3846,2011-12-24 00:00:00,2022-07-05 00:00:00
104, hse,1,2016-05-26 00:00:00,2016-05-27 00:00:00
105, osama,211,2019-03-13 00:00:00,2019-10-10 00:00:00
106, cena,1,2015-09-21 00:00:00,2015-09-22 00:00:00
107, imagesize,1488,2018-06-08 00:00:00,2022-07-05 00:00:00
108, shortlisted,840,2010-06-01 00:00:00,2012-09-18 00:00:00
109, zylinski,1829,2016-05-06 00:00:00,2021-05-09 00:00:00
110, hogman,9,2007-04-15 00:00:00,2007-04-24 00:00:00
111, ominala,3,2021-12-16 00:00:00,2021-12-19 00:00:00
112, frieghtened,1,2016-05-26 00:00:00,2016-05-27 00:00:00
113, gidoomal,3408,2007-07-08 00:00:00,2016-11-05 00:00:00
114,bnp,13,2008-05-02 00:00:00,2008-05-15 00:00:00
115, textdata,1488,2018-06-08 00:00:00,2022-07-05 00:00:00
116, ankit,1066,2018-06-08 00:00:00,2021-05-09 00:00:00
117, propervition,19,2009-12-02 00:00:00,2009-12-21 00:00:00
118, wwe,1,2015-09-21 00:00:00,2015-09-22 00:00:00
119, ukip,791,2006-03-16 00:00:00,2008-05-15 00:00:00
120, olimana,48,2021-07-12 00:00:00,2021-08-29 00:00:00
121, hewison,423,2021-05-08 00:00:00,2022-07-05 00:00:00
