,word,duration,sd,ed
57,bearhop,177,29/12/13 0:00,24/06/14 0:00
58, subsidary,110,18/02/05 0:00,08/06/05 0:00
59, waypoints,5181,28/04/08 0:00,05/07/22 0:00
60, mcsporran,16,06/11/08 0:00,22/11/08 0:00
61, quoich,2680,21/09/12 0:00,23/01/20 0:00
62, fiannaidh,315,27/08/03 0:00,07/07/04 0:00
63, cruachan,1079,22/07/19 0:00,05/07/22 0:00
64, mma,1,09/09/15 0:00,10/09/15 0:00
65, bian,1104,27/06/19 0:00,05/07/22 0:00
66, dalmuir,1,17/07/20 0:00,18/07/20 0:00
67, beag,1104,27/06/19 0:00,05/07/22 0:00
69, completionist,6572,07/07/04 0:00,05/07/22 0:00
70, erdinburgh,28,30/04/07 0:00,28/05/07 0:00
71, triathlon,671,02/09/20 0:00,05/07/22 0:00
72, muick,5543,15/04/04 0:00,19/06/19 0:00
73, corrag,2231,14/07/05 0:00,23/08/11 0:00
74, choinnich,1070,31/07/19 0:00,05/07/22 0:00
75, dawsons,48,23/04/10 0:00,10/06/10 0:00
76, eagach,6887,27/08/03 0:00,05/07/22 0:00
77, eighe,4456,23/04/10 0:00,05/07/22 0:00
78, furthist,2933,24/06/14 0:00,05/07/22 0:00
79, gorm,3199,01/10/13 0:00,05/07/22 0:00
80,anniesland,1027,27/08/03 0:00,19/06/06 0:00
81, ceanniachean,11,10/09/09 0:00,21/09/09 0:00
82, beinn,3110,29/12/13 0:00,05/07/22 0:00
83, munwee,6,19/03/21 0:00,25/03/21 0:00
84, ololololololololololololololololol,21,12/08/05 0:00,02/09/05 0:00
85, basteir,1079,22/07/19 0:00,05/07/22 0:00
86, cloiche,210,07/12/21 0:00,05/07/22 0:00
87, poo,68,20/02/08 0:00,28/04/08 0:00
88, sgorr,334,14/08/04 0:00,14/07/05 0:00
89, haenni,4,19/05/09 0:00,23/05/09 0:00
90,beinn,3344,23/04/10 0:00,19/06/19 0:00
91, completionists,868,07/07/04 0:00,22/11/06 0:00
92, ponkies,59,04/02/20 0:00,03/04/20 0:00
93, furths,2934,23/06/14 0:00,05/07/22 0:00
94, seahorses,7,06/07/09 0:00,13/07/09 0:00
95, coirean,150,03/04/20 0:00,31/08/20 0:00
96, guosheng,1639,08/01/18 0:00,05/07/22 0:00
97, poopoo,32,20/02/08 0:00,23/03/08 0:00
98, tablws,11,10/09/09 0:00,21/09/09 0:00
99, refereces,6,25/08/21 0:00,31/08/21 0:00
100, egach,1,27/08/03 0:00,28/08/03 0:00
101, continetal,11,13/09/08 0:00,24/09/08 0:00
102, macdui,1112,19/06/19 0:00,05/07/22 0:00
103, murdos,729,06/07/20 0:00,05/07/22 0:00
104, dubh,1079,22/07/19 0:00,05/07/22 0:00
105, meall,687,27/08/03 0:00,14/07/05 0:00
106, compleatists,5281,19/01/08 0:00,05/07/22 0:00
107, corbetts,4409,09/06/10 0:00,05/07/22 0:00
108, gillean,3197,03/10/13 0:00,05/07/22 0:00
109, coireachan,6171,12/08/05 0:00,05/07/22 0:00
110, munroists,4766,17/06/09 0:00,05/07/22 0:00
111, walkhighlands,1102,29/06/19 0:00,05/07/22 0:00
112, hillwalking,4559,10/01/10 0:00,05/07/22 0:00
