,word,duration,sd,ed
48, foudre,1,2013-06-11 00:00:00,2013-06-12 00:00:00
49, dimdim,127,2005-11-15 00:00:00,2006-03-22 00:00:00
50, dezanem,2,2007-03-04 00:00:00,2007-03-06 00:00:00
51, kok,11,2007-03-04 00:00:00,2007-03-15 00:00:00
52, mibaram,10,2007-03-05 00:00:00,2007-03-15 00:00:00
53, mineshinam,10,2007-03-05 00:00:00,2007-03-15 00:00:00
54, mutlu,2,2009-08-10 00:00:00,2009-08-12 00:00:00
55, windfurh,178,2014-12-06 00:00:00,2015-06-02 00:00:00
56, sheeps,39,2006-04-15 00:00:00,2006-05-24 00:00:00
57, fre,57,2005-10-24 00:00:00,2005-12-20 00:00:00
58, pitav,1,2007-01-20 00:00:00,2007-01-21 00:00:00
59, gernot,4210,2010-12-25 00:00:00,2022-07-05 00:00:00
60, medes,1322,2006-04-16 00:00:00,2009-11-28 00:00:00
61, yildirim,2,2006-02-21 00:00:00,2006-02-23 00:00:00
62, kalhori,5,2011-06-09 00:00:00,2011-06-14 00:00:00
63, radekem,10,2007-03-05 00:00:00,2007-03-15 00:00:00
64, macrolanguage,1717,2011-01-01 00:00:00,2015-09-14 00:00:00
65, foie,1,2013-06-11 00:00:00,2013-06-12 00:00:00
66, helbijardin,131,2005-11-12 00:00:00,2006-03-23 00:00:00
67, nuh,1,2013-06-11 00:00:00,2013-06-12 00:00:00
68, khosh,5,2007-01-20 00:00:00,2007-01-25 00:00:00
69, remenan,11,2007-03-04 00:00:00,2007-03-15 00:00:00
70, khodam,7,2009-12-19 00:00:00,2009-12-26 00:00:00
71, xiiith,6,2013-12-17 00:00:00,2013-12-23 00:00:00
72, gorani,6640,2004-04-30 00:00:00,2022-07-05 00:00:00
73, allowad,52,2007-11-16 00:00:00,2008-01-07 00:00:00
74, kaykenan,11,2007-03-04 00:00:00,2007-03-15 00:00:00
75, sosyal,129,2005-11-12 00:00:00,2006-03-21 00:00:00
76, shabe,1,2008-11-19 00:00:00,2008-11-20 00:00:00
77, gerekme,10,2007-03-05 00:00:00,2007-03-15 00:00:00
78, mirin,4,2007-01-21 00:00:00,2007-01-25 00:00:00
79, supress,94,2008-12-21 00:00:00,2009-03-25 00:00:00
80, neveshtjat,1,2006-03-07 00:00:00,2006-03-08 00:00:00
81,accrdong,4,2006-05-15 00:00:00,2006-05-19 00:00:00
82, danan,11,2007-03-04 00:00:00,2007-03-15 00:00:00
83, dimili,4751,2004-12-05 00:00:00,2017-12-08 00:00:00
84, eyem,9,2007-03-06 00:00:00,2007-03-15 00:00:00
85, ekujim,10,2007-03-05 00:00:00,2007-03-15 00:00:00
86,amlna,7,2011-03-04 00:00:00,2011-03-11 00:00:00
87, xubchehreh,5,2007-01-20 00:00:00,2007-01-25 00:00:00
88, teshnegi,10,2007-03-05 00:00:00,2007-03-15 00:00:00
89, xoz,5,2007-01-20 00:00:00,2007-01-25 00:00:00
90, saghar,4,2007-01-21 00:00:00,2007-01-25 00:00:00
91, sanjabi,168,2004-04-30 00:00:00,2004-10-15 00:00:00
92, kurmani,2,2006-05-19 00:00:00,2006-05-21 00:00:00
93, jahr,5,2007-01-20 00:00:00,2007-01-25 00:00:00
94, pawe,43,2009-02-02 00:00:00,2009-03-17 00:00:00
95, kenge,11,2007-03-04 00:00:00,2007-03-15 00:00:00
96, hosh,4,2007-01-21 00:00:00,2007-01-25 00:00:00
97, gereke,10,2007-03-05 00:00:00,2007-03-15 00:00:00
98, kurdsih,1,2005-11-12 00:00:00,2005-11-13 00:00:00
99, murdan,5,2007-01-20 00:00:00,2007-01-25 00:00:00
100, dast,324,2006-03-07 00:00:00,2007-01-25 00:00:00
101, zendegih,4,2007-01-21 00:00:00,2007-01-25 00:00:00
102, dejem,1,2007-03-05 00:00:00,2007-03-06 00:00:00
103, uchebnyi,129,2005-11-12 00:00:00,2006-03-21 00:00:00
104, relativly,2,2008-03-18 00:00:00,2008-03-20 00:00:00
105, badini,113,2015-01-21 00:00:00,2015-05-14 00:00:00
106, bir,2456,2004-06-19 00:00:00,2011-03-11 00:00:00
107, vocabolario,4947,2008-12-18 00:00:00,2022-07-05 00:00:00
108, goranis,4,2008-01-25 00:00:00,2008-01-29 00:00:00
109, kaban,3613,2012-08-13 00:00:00,2022-07-05 00:00:00
110, cuwan,55,2005-11-20 00:00:00,2006-01-14 00:00:00
111, meramu,11,2007-03-04 00:00:00,2007-03-15 00:00:00
112, mooy,1,2013-06-11 00:00:00,2013-06-12 00:00:00
113, zaza,6991,2003-05-15 00:00:00,2022-07-05 00:00:00
114, regez,131,2005-11-12 00:00:00,2006-03-23 00:00:00
115, mitannis,23,2006-04-26 00:00:00,2006-05-19 00:00:00
116, meh,1,2006-01-03 00:00:00,2006-01-04 00:00:00
117, garnik,4027,2010-04-20 00:00:00,2021-04-29 00:00:00
118, khaneqin,1,2015-01-21 00:00:00,2015-01-22 00:00:00
119, nede,1,2004-06-19 00:00:00,2004-06-20 00:00:00
120,harsin,7,2004-07-09 00:00:00,2004-07-16 00:00:00
121, onkels,1,2013-06-11 00:00:00,2013-06-12 00:00:00
122, shaweysi,6,2013-12-17 00:00:00,2013-12-23 00:00:00
123, xxth,6,2013-12-17 00:00:00,2013-12-23 00:00:00
124, heyv,66,2005-11-09 00:00:00,2006-01-14 00:00:00
125, bajalan,595,2004-04-30 00:00:00,2005-12-16 00:00:00
126, url,5081,2008-08-06 00:00:00,2022-07-05 00:00:00
127, orospu,1,2010-03-11 00:00:00,2010-03-12 00:00:00
128, raftan,54,2007-01-20 00:00:00,2007-03-15 00:00:00
129, grammaticalpoints,1,2009-02-21 00:00:00,2009-02-22 00:00:00
130, xvilth,6,2013-12-17 00:00:00,2013-12-23 00:00:00
131, hezare,5,2006-09-13 00:00:00,2006-09-18 00:00:00
132, geben,1,2013-06-11 00:00:00,2013-06-12 00:00:00
133, hejar,2963,2005-11-12 00:00:00,2013-12-23 00:00:00
134,kurmanji,2,2009-08-10 00:00:00,2009-08-12 00:00:00
135, tirs,2,2007-03-04 00:00:00,2007-03-06 00:00:00
136, midowam,10,2007-03-05 00:00:00,2007-03-15 00:00:00
137, dewe,11,2007-03-04 00:00:00,2007-03-15 00:00:00
138,hepinizin,3,2006-10-26 00:00:00,2006-10-29 00:00:00
139, unicode,29,2005-07-30 00:00:00,2005-08-28 00:00:00
140, unsourced,746,2007-04-03 00:00:00,2009-04-18 00:00:00
141, bazi,10,2007-03-05 00:00:00,2007-03-15 00:00:00
142, tochter,1,2013-06-11 00:00:00,2013-06-12 00:00:00
143, kurde,3568,2008-03-02 00:00:00,2017-12-08 00:00:00
144, melaye,6,2013-12-17 00:00:00,2013-12-23 00:00:00
145, gotin,11,2007-03-04 00:00:00,2007-03-15 00:00:00
146, handan,131,2005-11-12 00:00:00,2006-03-23 00:00:00
147, wenan,11,2007-03-04 00:00:00,2007-03-15 00:00:00
148, lapat,2,2011-09-02 00:00:00,2011-09-04 00:00:00
149, kalhur,168,2004-04-30 00:00:00,2004-10-15 00:00:00
150, xub,4,2007-01-21 00:00:00,2007-01-25 00:00:00
151, merdene,5,2007-01-20 00:00:00,2007-01-25 00:00:00
152, wikipedia,3714,2004-03-26 00:00:00,2014-05-27 00:00:00
153, waarom,11,2007-03-04 00:00:00,2007-03-15 00:00:00
154, exom,2,2007-03-05 00:00:00,2007-03-07 00:00:00
155, sulaymaniyah,130,2008-10-15 00:00:00,2009-02-22 00:00:00
156, lehon,168,2004-04-30 00:00:00,2004-10-15 00:00:00
157, erdal,3266,2005-11-14 00:00:00,2014-10-24 00:00:00
158, ghadr,11,2006-03-07 00:00:00,2006-03-18 00:00:00
159,abaxtar,4,2006-03-12 00:00:00,2006-03-16 00:00:00
160, ostan,1,2008-11-19 00:00:00,2008-11-20 00:00:00
161, hena,1,2006-04-14 00:00:00,2006-04-15 00:00:00
162, ebdilkerim,8,2013-03-19 00:00:00,2013-03-27 00:00:00
163, viith,2,2013-03-21 00:00:00,2013-03-23 00:00:00
164, bedir,4409,2005-11-12 00:00:00,2017-12-08 00:00:00
165, zamin,443,2005-11-08 00:00:00,2007-01-25 00:00:00
166,hader,2,2007-07-03 00:00:00,2007-07-05 00:00:00
167, sydkurdiska,39,2017-10-30 00:00:00,2017-12-08 00:00:00
168, kommen,11,2007-03-04 00:00:00,2007-03-15 00:00:00
169, kurdan,1,2008-11-19 00:00:00,2008-11-20 00:00:00
170, dimirim,11,2007-03-04 00:00:00,2007-03-15 00:00:00
171, nordkurdisch,1,2007-03-04 00:00:00,2007-03-05 00:00:00
172, kurdsh,52,2007-11-16 00:00:00,2008-01-07 00:00:00
173, giran,1,2006-01-03 00:00:00,2006-01-04 00:00:00
174, beautful,6,2013-06-28 00:00:00,2013-07-04 00:00:00
175, kurdsat,2892,2005-11-14 00:00:00,2013-10-15 00:00:00
176, didim,11,2007-03-04 00:00:00,2007-03-15 00:00:00
177, derfet,131,2005-11-12 00:00:00,2006-03-23 00:00:00
178, verg,5,2007-01-20 00:00:00,2007-01-25 00:00:00
179, persan,6,2013-12-17 00:00:00,2013-12-23 00:00:00
180, jwzzegh,4,2007-01-21 00:00:00,2007-01-25 00:00:00
181, muhamed,8,2013-03-19 00:00:00,2013-03-27 00:00:00
182, taukh,4,2007-01-21 00:00:00,2007-01-25 00:00:00
183, gesmat,1,2006-03-07 00:00:00,2006-03-08 00:00:00
184, regonaized,52,2007-11-16 00:00:00,2008-01-07 00:00:00
185, humurously,222,2007-12-19 00:00:00,2008-07-28 00:00:00
186, dikujm,11,2007-03-04 00:00:00,2007-03-15 00:00:00
187, gorosnegi,54,2007-01-20 00:00:00,2007-03-15 00:00:00
188, soranji,412,2007-11-03 00:00:00,2008-12-19 00:00:00
189, schwester,1,2013-06-11 00:00:00,2013-06-12 00:00:00
190, taybet,131,2005-11-12 00:00:00,2006-03-23 00:00:00
191, chice,3,2007-12-19 00:00:00,2007-12-22 00:00:00
192, farhang,1948,2014-02-21 00:00:00,2019-06-23 00:00:00
193, persisch,1,2007-03-04 00:00:00,2007-03-05 00:00:00
194, wass,8,2018-10-22 00:00:00,2018-10-30 00:00:00
195, zazalar,1,2004-06-19 00:00:00,2004-06-20 00:00:00
196, tahrik,11,2006-03-07 00:00:00,2006-03-18 00:00:00
197, kermanic,10,2014-04-03 00:00:00,2014-04-13 00:00:00
198, saadallah,270,2008-03-25 00:00:00,2008-12-20 00:00:00
199, transltated,1,2013-03-14 00:00:00,2013-03-15 00:00:00
200, seekh,1,2013-06-11 00:00:00,2013-06-12 00:00:00
201, saniye,3310,2013-06-12 00:00:00,2022-07-05 00:00:00
202, diye,7,2011-03-04 00:00:00,2011-03-11 00:00:00
203, edecegim,1,2004-06-19 00:00:00,2004-06-20 00:00:00
204, kurds,6991,2003-05-15 00:00:00,2022-07-05 00:00:00
205, governorates,390,2006-05-21 00:00:00,2007-06-15 00:00:00
206, barq,1,2013-06-11 00:00:00,2013-06-12 00:00:00
207, gtfo,1,2011-08-06 00:00:00,2011-08-07 00:00:00
208, motakhases,11,2006-03-07 00:00:00,2006-03-18 00:00:00
209, sasanian,5,2007-01-20 00:00:00,2007-01-25 00:00:00
210, yanbushad,13,2013-03-14 00:00:00,2013-03-27 00:00:00
211, becmoes,62,2006-04-15 00:00:00,2006-06-16 00:00:00
212, troublefree,3,2004-05-03 00:00:00,2004-05-06 00:00:00
213, miavaram,10,2007-03-05 00:00:00,2007-03-15 00:00:00
214, mcdowall,3486,2012-12-18 00:00:00,2022-07-05 00:00:00
215, reveiws,6,2013-12-17 00:00:00,2013-12-23 00:00:00
216, lerze,94,2005-12-19 00:00:00,2006-03-23 00:00:00
217, schade,1948,2014-02-21 00:00:00,2019-06-23 00:00:00
218, musafir,3387,2013-03-27 00:00:00,2022-07-05 00:00:00
219, kezeb,1,2013-06-11 00:00:00,2013-06-12 00:00:00
220, xuk,5,2007-01-20 00:00:00,2007-01-25 00:00:00
221, seeeeeeeeeeeee,1,2011-10-04 00:00:00,2011-10-05 00:00:00
222, mustefa,130,2005-11-12 00:00:00,2006-03-22 00:00:00
223, persoarabic,11,2006-03-07 00:00:00,2006-03-18 00:00:00
224, sikilmis,1,2004-06-19 00:00:00,2004-06-20 00:00:00
225, yoktur,3,2008-10-08 00:00:00,2008-10-11 00:00:00
226, surati,13,2013-03-14 00:00:00,2013-03-27 00:00:00
227, hawrami,4031,2004-04-30 00:00:00,2015-05-14 00:00:00
228, miistam,10,2007-03-05 00:00:00,2007-03-15 00:00:00
229, amed,2447,2014-04-09 00:00:00,2020-12-20 00:00:00
230, dahada,1,2004-06-19 00:00:00,2004-06-20 00:00:00
231, pirani,281,2006-06-07 00:00:00,2007-03-15 00:00:00
232, eray,9,2007-03-06 00:00:00,2007-03-15 00:00:00
233, parthians,3,2006-05-16 00:00:00,2006-05-19 00:00:00
234, brust,1,2013-06-11 00:00:00,2013-06-12 00:00:00
235, thejoumalist,6,2013-12-17 00:00:00,2013-12-23 00:00:00
236, wastene,5,2007-01-20 00:00:00,2007-01-25 00:00:00
237, weine,11,2007-03-04 00:00:00,2007-03-15 00:00:00
238, behesht,6,2013-12-17 00:00:00,2013-12-23 00:00:00
239, pettinato,1,2007-05-14 00:00:00,2007-05-15 00:00:00
240, dexom,10,2007-03-05 00:00:00,2007-03-15 00:00:00
241, diakonoff,25,2006-12-17 00:00:00,2007-01-11 00:00:00
242, kurkure,1065,2003-05-15 00:00:00,2006-04-14 00:00:00
243, satalite,12,2007-09-09 00:00:00,2007-09-21 00:00:00
244, mehmet,6,2013-12-17 00:00:00,2013-12-23 00:00:00
245, buhtan,128,2005-11-14 00:00:00,2006-03-22 00:00:00
246, sterbe,11,2007-03-04 00:00:00,2007-03-15 00:00:00
247, exceptionalism,184,2022-01-02 00:00:00,2022-07-05 00:00:00
248, bakran,1896,2008-08-06 00:00:00,2013-10-15 00:00:00
249, relegious,44,2009-02-01 00:00:00,2009-03-17 00:00:00
250, maglaughlin,55,2012-09-08 00:00:00,2012-11-02 00:00:00
251, enkelkind,1,2013-06-11 00:00:00,2013-06-12 00:00:00
252, ozal,1,2010-04-19 00:00:00,2010-04-20 00:00:00
253, dibirim,11,2007-03-04 00:00:00,2007-03-15 00:00:00
254, marifat,13,2013-03-14 00:00:00,2013-03-27 00:00:00
255, cousine,1,2013-06-11 00:00:00,2013-06-12 00:00:00
256, scherer,1948,2014-02-21 00:00:00,2019-06-23 00:00:00
257, uruspu,1,2004-06-19 00:00:00,2004-06-20 00:00:00
258, teyran,22,2005-11-14 00:00:00,2005-12-06 00:00:00
259, hesn,1,2005-11-27 00:00:00,2005-11-28 00:00:00
260, spaziere,11,2007-03-04 00:00:00,2007-03-15 00:00:00
261, asadpour,39,2017-10-30 00:00:00,2017-12-08 00:00:00
262, mihemed,8,2013-03-19 00:00:00,2013-03-27 00:00:00
263, lki,1134,2019-05-28 00:00:00,2022-07-05 00:00:00
264, routledge,4947,2008-12-18 00:00:00,2022-07-05 00:00:00
265, zengene,130,2005-11-12 00:00:00,2006-03-22 00:00:00
266, dasitane,5,2006-09-13 00:00:00,2006-09-18 00:00:00
267, laufe,11,2007-03-04 00:00:00,2007-03-15 00:00:00
268, pichuk,4,2007-01-21 00:00:00,2007-01-25 00:00:00
269, nisenan,11,2007-03-04 00:00:00,2007-03-15 00:00:00
270, berhem,131,2005-11-12 00:00:00,2006-03-23 00:00:00
271, hez,10,2007-03-05 00:00:00,2007-03-15 00:00:00
272, beyinli,1,2004-06-19 00:00:00,2004-06-20 00:00:00
273, heq,49,2006-02-01 00:00:00,2006-03-22 00:00:00
274, publn,3,2009-09-30 00:00:00,2009-10-03 00:00:00
275, duhok,38,2015-01-21 00:00:00,2015-02-28 00:00:00
276, koja,10,2007-03-05 00:00:00,2007-03-15 00:00:00
277, mixandam,10,2007-03-05 00:00:00,2007-03-15 00:00:00
278, palatalised,385,2009-02-20 00:00:00,2010-03-12 00:00:00
279, jaziri,50,2007-11-16 00:00:00,2008-01-05 00:00:00
280, azarbaijan,1606,2004-09-30 00:00:00,2009-02-22 00:00:00
281, kurdyo,1,2007-04-24 00:00:00,2007-04-25 00:00:00
282, buland,1,2007-01-20 00:00:00,2007-01-21 00:00:00
283, erdhejan,38,2005-11-12 00:00:00,2005-12-20 00:00:00
284, suleymania,580,2007-12-19 00:00:00,2009-07-21 00:00:00
285, familycolor,1307,2018-12-06 00:00:00,2022-07-05 00:00:00
286, tcnin,1,2004-06-19 00:00:00,2004-06-20 00:00:00
287, synonamous,48,2010-11-24 00:00:00,2011-01-11 00:00:00
288, nawend,53,2005-11-12 00:00:00,2006-01-04 00:00:00
289, maskulin,1,2013-06-11 00:00:00,2013-06-12 00:00:00
290, kurdiish,8,2009-08-30 00:00:00,2009-09-07 00:00:00
291, xok,4,2007-01-21 00:00:00,2007-01-25 00:00:00
292, sizler,1,2004-06-19 00:00:00,2004-06-20 00:00:00
293, geef,11,2007-03-04 00:00:00,2007-03-15 00:00:00
294, devlet,3,2008-10-08 00:00:00,2008-10-11 00:00:00
295, postpositions,210,2006-04-17 00:00:00,2006-11-13 00:00:00
296, kerdene,5,2007-01-20 00:00:00,2007-01-25 00:00:00
297, apolitik,13,2008-11-26 00:00:00,2008-12-09 00:00:00
298, vacher,1,2013-06-11 00:00:00,2013-06-12 00:00:00
299, peyama,1,2006-10-19 00:00:00,2006-10-20 00:00:00
300, cwan,37,2005-10-03 00:00:00,2005-11-09 00:00:00
301, inspite,25,2006-12-17 00:00:00,2007-01-11 00:00:00
302, guftan,1,2007-01-20 00:00:00,2007-01-21 00:00:00
303, beh,10,2007-03-05 00:00:00,2007-03-15 00:00:00
304, diha,1,2006-10-19 00:00:00,2006-10-20 00:00:00
305, degrem,2,2007-03-04 00:00:00,2007-03-06 00:00:00
306, zunge,1,2013-06-11 00:00:00,2013-06-12 00:00:00
307,asimilate,6,2013-12-17 00:00:00,2013-12-23 00:00:00
308, welat,1,2006-10-19 00:00:00,2006-10-20 00:00:00
309, reza,130,2005-11-12 00:00:00,2006-03-22 00:00:00
310, cinek,2,2011-09-02 00:00:00,2011-09-04 00:00:00
311, thri,1,2007-01-20 00:00:00,2007-01-21 00:00:00
312,allowad,10,2007-11-29 00:00:00,2007-12-09 00:00:00
313, pezaneyan,53,2006-04-15 00:00:00,2006-06-07 00:00:00
314, borz,5,2007-01-20 00:00:00,2007-01-25 00:00:00
315, kenan,11,2007-03-04 00:00:00,2007-03-15 00:00:00
316, egirim,10,2007-03-05 00:00:00,2007-03-15 00:00:00
317, gurdan,1,2008-11-19 00:00:00,2008-11-20 00:00:00
318, ethnologue,2764,2006-03-24 00:00:00,2013-10-17 00:00:00
319, phrasebook,508,2010-09-26 00:00:00,2012-02-16 00:00:00
320, kuppel,1948,2014-02-21 00:00:00,2019-06-23 00:00:00
321, direvim,11,2007-03-04 00:00:00,2007-03-15 00:00:00
322, devided,25,2004-04-30 00:00:00,2004-05-25 00:00:00
323, khidri,6,2013-12-17 00:00:00,2013-12-23 00:00:00
324, hendeg,4,2007-01-21 00:00:00,2007-01-25 00:00:00
325, vatene,54,2007-01-20 00:00:00,2007-03-15 00:00:00
326, sorani,6079,2005-11-12 00:00:00,2022-07-05 00:00:00
327, grunebaum,366,2007-12-19 00:00:00,2008-12-19 00:00:00
328, zohab,766,2004-04-30 00:00:00,2006-06-05 00:00:00
329,altough,1,2009-02-01 00:00:00,2009-02-02 00:00:00
330, hewramani,182,2006-05-30 00:00:00,2006-11-28 00:00:00
331, dimeshim,10,2007-03-05 00:00:00,2007-03-15 00:00:00
332, pishineh,16,2006-03-07 00:00:00,2006-03-23 00:00:00
333, cikmis,1,2004-06-19 00:00:00,2004-06-20 00:00:00
334, muhemmed,130,2005-11-12 00:00:00,2006-03-22 00:00:00
335, berdyan,53,2006-04-15 00:00:00,2006-06-07 00:00:00
336, sorulacak,1,2007-10-22 00:00:00,2007-10-23 00:00:00
337, rezaiye,79,2004-04-30 00:00:00,2004-07-18 00:00:00
338, dixwim,11,2007-03-04 00:00:00,2007-03-15 00:00:00
339, haus,11,2007-03-04 00:00:00,2007-03-15 00:00:00
340, farnaz,6,2007-01-05 00:00:00,2007-01-11 00:00:00
341, mishefa,784,2005-11-12 00:00:00,2008-01-05 00:00:00
342, zanenan,11,2007-03-04 00:00:00,2007-03-15 00:00:00
343, hou,11,2007-03-04 00:00:00,2007-03-15 00:00:00
344, pitar,4,2007-01-21 00:00:00,2007-01-25 00:00:00
345, gahvarei,766,2004-04-30 00:00:00,2006-06-05 00:00:00
346, vlucht,11,2007-03-04 00:00:00,2007-03-15 00:00:00
347, ereb,25,2005-11-12 00:00:00,2005-12-07 00:00:00
348, zanim,9,2007-03-06 00:00:00,2007-03-15 00:00:00
349, rojen,6,2013-12-17 00:00:00,2013-12-23 00:00:00
350, harsin,168,2004-04-30 00:00:00,2004-10-15 00:00:00
351, includig,1,2006-01-14 00:00:00,2006-01-15 00:00:00
352, nehme,11,2007-03-04 00:00:00,2007-03-15 00:00:00
353, zendegi,10,2007-03-05 00:00:00,2007-03-15 00:00:00
354, kurmanji,6079,2005-11-12 00:00:00,2022-07-05 00:00:00
355, juanrud,168,2004-04-30 00:00:00,2004-10-15 00:00:00
356, seyda,34,2005-11-12 00:00:00,2005-12-16 00:00:00
357, geristan,4,2007-01-21 00:00:00,2007-01-25 00:00:00
358, monjamed,1,2006-03-07 00:00:00,2006-03-08 00:00:00
359, aramaics,66,2006-04-17 00:00:00,2006-06-22 00:00:00
360, gursag,1,2007-01-20 00:00:00,2007-01-21 00:00:00
361, pispor,131,2005-11-12 00:00:00,2006-03-23 00:00:00
362, jerahat,1,2006-03-18 00:00:00,2006-03-19 00:00:00
363, komen,11,2007-03-04 00:00:00,2007-03-15 00:00:00
364, pey,10,2007-03-05 00:00:00,2007-03-15 00:00:00
365, soeur,1,2013-06-11 00:00:00,2013-06-12 00:00:00
366, mokriani,1948,2017-03-05 00:00:00,2022-07-05 00:00:00
367,google,872,2002-02-25 00:00:00,2004-07-16 00:00:00
368, demirbas,136,2008-04-24 00:00:00,2008-09-07 00:00:00
369, dile,5,2006-09-13 00:00:00,2006-09-18 00:00:00
370, salam,581,2020-12-01 00:00:00,2022-07-05 00:00:00
371, shet,1,2008-10-26 00:00:00,2008-10-27 00:00:00
372, tek,1,2007-10-22 00:00:00,2007-10-23 00:00:00
373, sonne,1,2013-06-11 00:00:00,2013-06-12 00:00:00
374, leyistin,131,2005-11-12 00:00:00,2006-03-23 00:00:00
375, zana,6,2007-01-05 00:00:00,2007-01-11 00:00:00
376, ferse,1,2013-06-11 00:00:00,2013-06-12 00:00:00
377, ekenim,2,2007-03-05 00:00:00,2007-03-07 00:00:00
378, camed,1,2008-11-19 00:00:00,2008-11-20 00:00:00
379, izafe,150,2009-02-21 00:00:00,2009-07-21 00:00:00
380, shudan,2335,2007-01-20 00:00:00,2013-06-12 00:00:00
381, khosous,1,2006-03-07 00:00:00,2006-03-08 00:00:00
382, uzun,6,2013-12-17 00:00:00,2013-12-23 00:00:00
383, gurkh,4,2007-01-21 00:00:00,2007-01-25 00:00:00
384, wahsiyya,1,2013-03-14 00:00:00,2013-03-15 00:00:00
385, gerye,10,2007-03-05 00:00:00,2007-03-15 00:00:00
386, halkimi,1,2004-06-19 00:00:00,2004-06-20 00:00:00
387, hesabi,1,2007-10-22 00:00:00,2007-10-23 00:00:00
388, adpositions,182,2006-05-15 00:00:00,2006-11-13 00:00:00
389, ehmed,130,2005-11-12 00:00:00,2006-03-22 00:00:00
390, persid,443,2004-07-17 00:00:00,2005-10-03 00:00:00
391,asin,41,2005-10-03 00:00:00,2005-11-13 00:00:00
392, hengam,16,2006-03-07 00:00:00,2006-03-23 00:00:00
393, balik,2739,2006-04-16 00:00:00,2013-10-15 00:00:00
394, mipazam,10,2007-03-05 00:00:00,2007-03-15 00:00:00
395, mezanu,11,2007-03-04 00:00:00,2007-03-15 00:00:00
396, promissed,52,2007-11-16 00:00:00,2008-01-07 00:00:00
397, kengije,2,2007-03-04 00:00:00,2007-03-06 00:00:00
398, dinawarand,2046,2008-03-09 00:00:00,2013-10-15 00:00:00
399, memberof,6,2013-12-17 00:00:00,2013-12-23 00:00:00
400, ordbok,129,2005-11-12 00:00:00,2006-03-21 00:00:00
401, ezanim,2,2007-03-05 00:00:00,2007-03-07 00:00:00
402, garzoni,4947,2008-12-18 00:00:00,2022-07-05 00:00:00
